-1.168528904525337,,,,,,,,,,,,,,,,,,,,
-1.2821912603143129,-1.4552734471519426,,,,,,,,,,,,,,,,,,,
-1.1407409560885031,-1.3107348917834596,-1.9617673724287807,,,,,,,,,,,,,,,,,,
-1.2353529126849443,-1.4141367298207872,-1.542507541634929,-1.9200179117117082,,,,,,,,,,,,,,,,,
-1.264741371086053,-1.4884882673209046,-1.5449273325458897,-2.042774979124171,-2.3148617723802687,,,,,,,,,,,,,,,,
-1.236576977313653,-1.380835387719239,-1.4556389528406461,-1.5644052141646494,-1.5798182999324766,-2.0107959516671454,,,,,,,,,,,,,,,
-1.3565154922757345,-1.3864142906837897,-1.4260638859730783,-1.4854405687569499,-1.5673509474241039,-1.658326156269506,-1.8888233195069306,,,,,,,,,,,,,,
-1.331224411289166,-1.3437107505515196,-1.3563540386110111,-1.4093508181867935,-1.4837769808092423,-1.6994382588158703,-2.369710066548827,-2.578838870444442,,,,,,,,,,,,,
-1.2906255888998859,-1.3074006504333942,-1.3121902131782037,-1.357825621541715,-1.5230222835292424,-1.659456418824444,-1.697252956208374,-1.8217620881127077,-2.1298960239617464,,,,,,,,,,,,
-1.3785764614537996,-1.4600581797896661,-1.480109584349692,-1.5019968654198548,-1.5559912138662724,-1.765550655165848,-1.8897430307287113,-2.0561175068797577,-2.0775541302215816,-2.52277978250078,,,,,,,,,,,
-1.2458779370325412,-1.3001480539008148,-1.397025407023684,-1.4847064760761544,-1.526960008947018,-1.5514814169775544,-1.6849060334057997,-1.7476222252933244,-2.2750376070017735,-2.50630469839214,-3.12167183155538,,,,,,,,,,
-1.4127933157528487,-1.4921523933682916,-1.544261930129759,-1.5752143654808486,-1.586099400783216,-1.6152713297908088,-1.6553896284148422,-1.6992661177663475,-2.0506754561202047,-2.074839463493535,-2.08990541772723,-4.542231331413267,,,,,,,,,
-1.411777471004189,-1.4153445727663199,-1.4324001311744843,-1.4751512758943062,-1.4798995774347956,-1.5072042145368905,-1.5557251106695413,-1.5830977827280999,-1.6711743430151844,-1.7207722519052344,-1.7723504840283077,-2.0587268239326817,-2.1048441118512877,,,,,,,,
-1.3367744634331469,-1.4554797373934483,-1.4987364807324641,-1.592441155669905,-1.666708590952912,-1.7140027635050759,-1.7289270677213466,-1.7929334043610998,-1.8024450136608159,-1.807711884791628,-1.9015894717359978,-2.2074557553626266,-2.413509206047438,-2.4140980497523628,,,,,,,
-1.280250890925383,-1.4643362448413426,-1.5030729278204704,-1.5133486804796263,-1.5162538737573839,-1.6373295190809065,-1.7565426568048255,-1.7658683230299834,-1.7720310190673427,-1.818477550946399,-1.9777338489185126,-2.101389528702317,-2.1711824916294695,-2.2362873193146378,-2.4181460779172976,,,,,,
-1.347953837740485,-1.4284704201764618,-1.6209257972979039,-1.6447693999532638,-1.656590582735355,-1.692100759402317,-1.7127347509667576,-1.7578006413763498,-1.8118500187430147,-1.8208318631933487,-1.8940858873301034,-1.9303784163721376,-2.000650155156251,-2.0318877718238824,-2.1073563918399545,-2.5297005272206157,,,,,
-1.2827344416603512,-1.3793914719331049,-1.4225887785229163,-1.4415556934019964,-1.552766828798774,-1.6304942413307177,-1.679779428404671,-1.8243266797614548,-1.8571330775368766,-1.8994648141248072,-1.9142141149444758,-1.9165612260283225,-1.9495165002499577,-1.99715084656226,-2.1343286172971694,-2.425413515776371,-4.2874649730828756,,,,
-1.3886995498403436,-1.413423122662148,-1.5104454721923186,-1.5170148397448513,-1.531390848315562,-1.5527807170635395,-1.6051101151165805,-1.6631861748328962,-1.7677177713024543,-1.7726888942305292,-1.848993473272437,-1.926575574106578,-1.9924722684809715,-2.028490468037032,-2.136127654367295,-2.1498076312950243,-2.164939781958996,-2.4601220371541332,,,
-1.406839429689689,-1.4347747983895593,-1.4365781427175224,-1.459542128699816,-1.474148707300325,-1.505814638124155,-1.5429986989104587,-1.5812593481158432,-1.6844537890941726,-1.7366814723982746,-1.7472091500259508,-1.7925596263106538,-1.7994561797783604,-1.8026472497204724,-1.8562692949249848,-1.9275670653985548,-2.0319956924603417,-2.334810855292315,-2.9910806159511245,,
-1.216950137687934,-1.258625612172143,-1.3962287564476732,-1.4099660916962302,-1.4655697391074658,-1.4817560346233356,-1.4867982405245677,-1.551913138756906,-1.58366100657009,-1.6319331120563014,-1.696812371880598,-1.7247756281029856,-1.753767970750115,-1.7845453540741927,-1.8540166010495958,-2.008873331979416,-2.107432383338338,-2.2594863927458864,-2.4161484941311966,-3.3463746342431704,
